playerId,player,position,team,conference,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR
4426664,Leighton Bechdel,P,West Virginia,Big 12,,,1,,,,,,,14,,,,,,,,,,,1,,,,,14,,14.0,,
4426682,Prince Bemah,LB,Charlotte,American Athletic,,,,,,,,,,,,,,0,,0,,0,19,,0,4.5,33,,,,,,,
4426684,Andrew Bench,TE,South Alabama,Sun Belt,,,,,,,,,,19,,,,,,,1,,,,0,,,,,19,,,,19.0
4426687,Johnathan Bennett,QB,The Citadel,Southern,241,,143,124,,,5,8,,49,1,,0.515,,,,0,,,,94,,,,,1726557,7.2,3.9,,
4426688,Kaiden Bennett,QB,Sacramento State,Big Sky,45,,12,22,,,3,3,,11,2,,0.489,0,,0,0,0,1,,010,0,1,,,26928,6.0,2.3,,
4426689,Ulysses Bentley IV,RB,Ole Miss,SEC,,,70,,,,,,,3189,,,,,,,9,,,,03,,,,,69349,,5.0,,7.7
4426696,Micah Bernard,RB,Utah,Big 12,,,197,,,,3,,,1964,1,,,,,,030,,,,24,,,,,1501009,,5.1,,5.0
4426703,Mark Biggins,RB,Campbell,CAA,,,81,,,,,,,864,,,,,,,4,,,,03,,,,,12393,,4.9,,3.0
4426710,Kenyatta Watson II,S,Georgia State,Sun Belt,,12.7,,,,,,3,,,,,,0,,0,,0,20,,00,0,40,,,38,,,,
4426735,Kendall Bohler,DB,Florida A&M,SWAC,,0.022.0,,,,,,1,,22,,1,,1,,0,,0,2,,000,0,3,,,022,,,,
4426739,Boone Bonnema,LB,Western Michigan,Mid-American,,,,,,,,,,,,,,0,,1,,1,15,,0,2,26,,,,,,,
4426752,Jack Bouwmeester,P,Utah,Big 12,,,,,,,,,23,62,,60,,,,,,,,4,,,,,,2680,,,44.7,
4426760,Stephan Bracey,WR,Central Michigan,Mid-American,,39.3,,,,,,,,8733,,3,,0,,0,5,0,0,,110,0,0,,,11875,,,,15.0
4426795,Jahmar Brown,LB,Liberty,Conference USA,,,,,,,,,,,,,,0,,0,,0,16,,0,5.5,29,,,,,,,
4426803,Tyreke Brown,LB,Sacred Heart,FCS Independents,,7.0,,,,,,1,,,,,,,,,,,,,0,,,,,7,,,,
4426808,Tavian Brown,LB,Georgia State,Sun Belt,,,,,,,,,,,,,,1,,0,,0,1,,0,0,4,,,,,,,
4426812,Donnell Brown,LB,Maryland,Big Ten,,,,,,,0,,,,0,,,3,,5,1,0,17,,0,4.0,23,,,,,,,
4426815,Mike Brown-Stephens,WR,South Florida,American Athletic,,,1,,,,,,,320,,,,,,,27,,,,40,,,,,3450,,0.0,,12.8
4426819,Tommy Brunner,DE,Western Illinois,Big South-OVC,,,,,,,,,,,,,,0,,0,,0,2,,0,1,4,,,,,,,
4426826,Payton Bunch,LS,Virginia,ACC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,3,,,,,,,
4426828,Malachi Burby,DL,Rhode Island,CAA,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4426832,Warren Burrell,DB,Georgia Tech,ACC,,27.0,,,,,,1,,,,,,4,,0,,0,21,,00,0,24,,,27,,,,
4426841,Cavon Butler,DT,Toledo,Mid-American,,,,,,,0,,,,0,,,0,,1,1,2.5,15,,0,5.5,45,,,,,,,
4426847,Zach Calzada,QB,Incarnate Word,Southland,508,,97,334,,,2,9,2,4733,1,2,0.657,,,,0,,,0,335,,,,,361483317,7.1,3.3,41.5,
4426857,Oscar Cardenas,TE,UTSA,American Athletic,,,1,,,,,,,350,,,,,,,13,,,,30,,,,,1410,,0.0,,10.8
4426869,Jalen Carr,WR,Illinois State,MVFC,,18.8,,,,,,,,335,,21,,,,,2,,,,00,,,,,3949,,,,4.5
4426872,De'Braylon Carroll,DL,Texas Tech,Big 12,,,,,,,0,,,,0,,,0,,2,1,0,5,,0,3.5,10,,,,,,,
4426882,Sebastian Castro,DB,Iowa,Big Ten,,0.0,,,,,,1,,,,,,1,,1,,0,38,,00,3,56,,,0,,,,
4426884,Quincy Casey,QB,West Georgia,UAC,139,,39,79,,,2,5,,20,2,,0.568,,,,0,,,,103,,,,,1066160,7.7,4.1,,
4426892,Dante Cephas,WR,Kansas State,Big 12,,,,,,,,,,26,,,,,,,13,,,,0,,,,,142,,,,10.9
4426894,Dante Chachere,QB,Portland State,Big Sky,243,,133,148,,,5,7,,62,3,,0.609,,,,1,,,,1212,,,,,1961717,8.1,5.4,,
4426895,Chayce Chalmers,LB,Stony Brook,CAA,,26.0,,,,,0,1,,,0,,,0,,0,1,0,4,,00,1,10,,,26,,,,
4426919,De'Corian Clark,WR,UTSA,American Athletic,,,,,,,,,,14,,,,,,,1,,,,0,,,,,14,,,,14.0
4426921,Dean Clark,DB,Fresno State,Mountain West,,0.0,,,,,,1,,,,,,2,,1,,2,29,,00,2,51,,,0,,,,
4426924,Mykol Clark,DL,Louisiana Tech,Conference USA,,,,,,,0,,,,0,,,2,,2,1,1,6,,0,3.0,22,,,,,,,
4426931,Antonio Clary,S,Virginia,ACC,,0.05.06.0,,,,,0,1,,59,0,12,,3,,1,1,1,17,,0000,2.5,48,,,0512,,,,
4426936,Christian Clayton,DL,UTSA,American Athletic,,,,,,,0,,,,0,,,1,,2,1,0.5,9,,0,2.5,18,,,,,,,
4426952,Jack Coldiron,TE,Miami (OH),Mid-American,,,,,,,,,,16,,,,,,,11,,,,0,,,,,103,,,,9.4
4426965,Blair Conwright,WR,North Texas,American Athletic,,,,,,,,,,96,,,,0,,0,40,0,1,,07,0,1,,,542,,,,13.6
4426968,Marley Cook,DL,Miami,ACC,,,,,,,,,,,,,,0,,1,,0,1,,0,0,8,,,,,,,
4426970,Glover Cook,CB,UT Martin,Big South-OVC,,,74,,,,,,,1733,,,,,,,6,,,,01,,,,,50303,,4.1,,8.3
4426971,Gary Cooper,WR,Bryant,CAA,,,1,,,,,,,360,,,,,,,16,,,,00,,,,,175-10,,-10.0,,10.9
4426977,Dallaz Corbitt,DE,Bethune-Cookman,SWAC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,8,,,,,,,
4426979,LeDarrius Cox,DT,UAB,American Athletic,,,,,,,,,,,,,,0,,1,,1,18,,0,3.5,32,,,,,,,
4426987,Brandon Crenshaw-Dickson,OL,Florida,SEC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4426992,Howard Cross III,DL,Notre Dame,FBS Independents,,,,,,,,,,,,,,0,,3,,4,12,,0,4.5,22,,,,,,,
4426998,Javien Cuff,WR,Buffalo,Mid-American,,,,,,,,,,28,,,,0,,0,11,0,1,,01,0,1,,,155,,,,14.1
4427003,Kyron Cumby,WR,Tennessee Tech,Big South-OVC,,,20,,,,,,,918,,,,0,,0,3,0,1,,000,0,2,,,1076,,3.8,,3.3
4427007,Jayden Curry,DB,Maine,CAA,,,,,,,0,,,,0,,,0,,0,1,0,1,,0,0,2,,,,,,,
4427012,Raymond Cutts,DE,Troy,Sun Belt,,,,,,,,,,,,,,0,,9,,0,13,,0,3.0,33,,,,,,,
4427049,Terrell Dawkins,DL,North Texas,American Athletic,,,,,,,,,,,,,,0,,9,,2.5,14,,0,3.5,37,,,,,,,
4427051,Cooper Dawson,DL,Charleston Southern,Big South-OVC,,,,,,,,,,5,,,,,,,3,,,,0,,,,,12,,,,4.0
4427060,Javier Derritt,DT,Kansas,Big 12,,,,,,,,,,,,,,0,,0,,0,2,,0,0,2,,,,,,,
4427063,Wayne Dennis Jr.,WR,Howard,MEAC,,,,,,,,,,10,,,,,,,1,,,,0,,,,,10,,,,10.0
4427067,Tre'Shon Devones,CB,Duke,ACC,,,,,,,,,,,,,,0,,0,,0,1,,0,0,5,,,,,,,
4427070,Aeneas DiCosmo,DL,Vanderbilt,SEC,,,,,,,,,,,,,,2,,1,,1.5,10,,0,3.0,22,,,,,,,
4427079,Lance Dixon,LB,Toledo,Mid-American,,,,,,,,,,,,,,4,,0,,2,22,,0,6,42,,,,,,,
4427085,Jacob Dobbs,LB,James Madison,Sun Belt,,,,,,,0,,,,0,,,0,,2,2,3,28,,0,3.5,68,,,,,,,
4427096,Dylan Downing,LB,Kansas,Big 12,,-1.0,,,,,1,,,-1,0,1,,0,,0,0,0,3,,00,0,3,,,-1,,,,
4427097,Elijah Downing,WR,Murray State,MVFC,,,,,,,,,,31,,,,,,,9,,,,1,,,,,108,,,,12.0
4427098,Wyatt Draeger,DL,San Diego State,Mountain West,,,,,,,,,,,,,,0,,0,,0,1,,0,0,2,,,,,,,
4427102,Ian Drummond,TE,Bowling Green,Mid-American,,0.0,,,,,,,,0,,1,,,,,,,,,0,,,,,0,,,,
4427111,Michel Dukes,RB,Georgia State,Sun Belt,,13.0,63,,,,,,,202635,,2,,0,,0,43,0,1,,0032,0,2,,,26354365,,5.8,,8.2
4427117,Quindarius Dunnigan,DL,Michigan State,Big Ten,,,,,,,,,,,,,,0,,0,,1,11,,0,4,17,,,,,,,
4427135,Jett Elad,DB,UNLV,Mountain West,,0.014.0,2,,,,,1,,140,,1,,5,,2,,1,46,,0000,5.0,73,,,014-1,,-0.5,,
4427146,Luke Elzinga,P,Oklahoma,SEC,2,,,2,,,,0,21,63,,57,1.000,,,,,,,2,0,,,,,382577,19.0,,45.2,
4427149,Nalu Emerson,LB,Hawai'i,Mountain West,,0.0,,,,,,1,,,,,,1,,0,,2,27,,00,4.5,38,,,0,,,,
4427160,Kamren Fabiculanan,S,Washington,Big Ten,,17.5,,,,,0,2,,,0,,,2,,1,1,0,25,,00,0.5,52,,,35,,,,
4427161,Naki Fahina,DT,New Mexico State,Conference USA,,,,,,,,,,,,,,0,,2,,0,9,,0,1,29,,,,,,,
4427163,Myles Farmer,DB,App State,Sun Belt,,,,,,,,,,,,,,0,,0,,0,2,,0,0.5,9,,,,,,,
4427173,Luke Felix-Fualalo,OL,Hawai'i,Mountain West,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4427176,Joey Felton,WR,Yale,Ivy,,21.71.0,,,,,,,,57171,,131,,,,,21,,,,003,,,,,2821261,,,,12.4
4427191,Dequan Finn,QB,Baylor,Big 12,43,,21,23,,,3,2,,39,1,,0.535,,,,1,,,,32,,,,,30766,7.1,3.1,,
4427196,Michael Fletcher,DE,App State,Sun Belt,,,,,,,0,,,,0,,,0,,6,1,4.0,9,,0,4.0,16,,,,,,,
4427207,Trace Ford,DL,Oklahoma,SEC,,,,,,,,,,,,,,1,,1,,1.5,11,,0,4,20,,,,,,,
4427219,Drew Fowler,LB,Washington,Big Ten,,,,,,,,,,,,,,0,,0,,0,8,,0,1,13,,,,,,,
4427225,Zakhari Franklin,WR,Illinois,Big Ten,,,,,,,1,,,44,1,,,0,,0,052,0,1,,03,0,1,,,619,,,,11.9
4427234,Josh Fuga,DL,Virginia Tech,ACC,,,,,,,,,,,,,,1,,1,,1.5,5,,0,4.5,13,,,,,,,
4427238,Dillon Gabriel,QB,Oregon,Big Ten,406,,63,297,,,3,6,,54,2,,0.732,,,,0,,,,287,,,,,3558192,8.8,3.0,,
4427242,Marcus Fuqua,S,Buffalo,Mid-American,,0.0,,,,,,1,,,,,,1,,0,,0,30,,00,3.5,51,,,0,,,,
4427243,Brett Gabbert,QB,Miami (OH),Mid-American,354,,51,204,,,2,11,,18,0,,0.576,,,,0,,,,210,,,,,2737-2,7.7,0.0,,
4427247,Kendre' Gant,LB,Houston,Big 12,,,,,,,,,,,,,,1,,0,,0,7,,0,2,16,,,,,,,
4427251,Velton Gardner,RB,Texas,SEC,,,8,,,,,,,10,,,,,,,,,,,0,,,,,26,,3.3,,
4427260,Salim Turner-Muhammad,DB,Purdue,Big Ten,,,,,,,,,,,,,,0,,0,,0,3,,0,0,3,,,,,,,
4427287,Dorien Goddard,WR,UVA Wise,South Atlantic,,,,,,,,,,3,,,,,,,3,,,,0,,,,,5,,,,1.7
4427290,Keonte Glinton,CB,New Mexico State,Conference USA,,5.0,,,,,,1,,,,,,3,,0,,0,28,,00,1,34,,,5,,,,
4427299,Damarius Good,RB,Long Island University,NEC,,,5,,,,,,,7,,,,,,,,,,,0,,,,,21,,4.2,,
4427310,Thomas Gore,DL,Georgia Tech,ACC,,,,,,,,,,,,,,0,,0,,0.5,8,,0,4.0,13,,,,,,,
4427313,Ta'Quan Roberson,QB,Kansas State,Big 12,7,,1,3,,,,0,,7,,,0.429,,,,,,,,00,,,,,187,2.6,7.0,,
4427316,Marvin Grant,S,Kansas,Big 12,,,,,,,,,,,,,,6,,1,,3,40,,0,4.0,59,,,,,,,
4427331,Khafre Brown,WR,Arkansas,SEC,,,,,,,,,,25,,,,,,,2,,,,0,,,,,42,,,,21.0
4427332,Gerald Green,RB,Troy,Sun Belt,,,111,,,,2,,,8351,2,,,,,,09,,,,13,,,,,134545,,4.9,,14.9
4427334,Aman Greenwood,DB,Akron,Mid-American,,,,,,,,,,,,,,3,,1,,0.5,9,,0,0.5,20,,,,,,,
4427345,M.J. Griffin,DB,Louisville,ACC,,,,,,,,,,,,,,2,,0,,0,38,,0,1.5,60,,,,,,,
4427354,Jarrett Guest,QB,Bryant,CAA,283,,45,171,,,1,5,,18,0,,0.604,,,,0,,,,120,,,,,168674,6.0,1.6,,
4427368,Tate Hallock,S,Western Michigan,Mid-American,,21.8,,,,,,4,,,,,,5,,0,,0,47,,11,5.0,78,,,87,,,,
4427371,Marvin Ham II,LB,Arkansas State,Sun Belt,,,,,,,0,,,,0,,,1,,1,2,1.5,45,,0,9.5,90,,,,,,,
4427372,Maverick Hansen,DL,Michigan State,Big Ten,,,,,,,0,,,,0,,,1,,2,1,0.5,6,,0,1.5,14,,,,,,,
4427375,Cormontae Hamilton,DL,Memphis,American Athletic,,,,,,,,,,,,,,1,,3,,0.5,4,,0,0.5,5,,,,,,,
4427386,Ricky Harleston,DB,Norfolk State,MEAC,,4.5,,,,,,2,,,,,,0,,0,,0,2,,00,0,3,,,9,,,,
4427389,Hayden Harris,DL,Montana,Big Sky,,0.0,,,,,0,1,,,0,,,,,,2,,,,0,,,,,0,,,,
4427393,Jakeen Harris,DB,North Carolina,ACC,,,,,,,,,,,,,,4,,0,,0,34,,0,1.0,61,,,,,,,
4427394,D'Vion Harris,DL,Marshall,Sun Belt,,,,,,,,,,,,,,1,,2,,3.5,17,,0,8.0,53,,,,,,,
4427401,Jared Harrison-Hunte,DL,SMU,ACC,,13.0,,,,,,1,,,,,,0,,4,,6,16,,00,7,36,,,13,,,,
4427402,Joseph Charleston,S,Missouri,SEC,,,,,,,,,,,,,,4,,0,,0,22,,0,1.5,43,,,,,,,
4427405,Raquon Hartley,LB,Gardner-Webb,Big South-OVC,,,,,,,,,,,,,,1,,0,,2.5,10,,0,3.5,13,,,,,,,
4427408,Jahfari Harvey,DE,SMU,ACC,,,,,,,0,,,,0,,,1,,9,1,7.0,12,,0,12.0,27,,,,,,,
4427427,Rod Heard,S,Notre Dame,FBS Independents,,0,,,,,0,,,9,0,0,,4,,1,1,0,19,,00,1,29,,,9,,,,
4427431,Cooper Heisey,TE,Maine,CAA,,,,,,,,,,13,,,,,,,20,,,,5,,,,,118,,,,5.9
4427435,Daniel Heimuli,LB,Georgia State,Sun Belt,,,,,,,,,,,,,,0,,1,,0,12,,0,1,18,,,,,,,
4427439,Izaiah Henderson,DL,Maine,CAA,,,,,,,0,,,,0,,,0,,0,1,0,1,,0,0.5,3,,,,,,,
4427446,Braylon Henderson,WR,North Dakota State,MVFC,,1.0,,,,,,,,132,,1,,,,,28,,,,02,,,,,1323,,,,11.5
4427455,Cade McNamara,QB,Iowa,Big Ten,172,,13,104,,,2,5,,12,2,,0.605,,,,0,,,,60,,,,,1017-31,5.9,-2.4,,
4427459,Alex Herrera,PK,South Carolina,SEC,,,,,19,14,,,,46,,,0.737,0,85,0,,0,2,,0,0,2,43,43,,,,,
4427461,Tyron Herring,S,Delaware,CAA,,0.0,,,,,,1,,,,,,,,,,,,,0,,,,,0,,,,
4427465,Kevin Hester Jr.,DL,North Carolina,ACC,,,,,,,0,,,,0,,,0,,3,1,3.5,18,,0,3.5,33,,,,,,,
4427468,Nana Osafo-Mensah,DL,TCU,Big 12,,,,,,,,,,,,,,1,,5,,3,20,,0,7.0,35,,,,,,,
4427472,C.J. Clark,DL,Miami,ACC,,,,,,,,,,,,,,0,,0,,0.5,7,,0,2.0,18,,,,,,,
4427481,Kobe Hilton,DL,Miami (OH),Mid-American,,,,,,,,,,,,,,0,,0,,0,6,,0,0.5,16,,,,,,,
4427514,Aric Horne,LB,Florida A&M,SWAC,,,,,,,0,,,,0,,,0,,0,1,0,5,,0,0,10,,,,,,,
4427518,Demariyon Houston,WR,Old Dominion,Sun Belt,,,1,,,,,,,304,,,,,,,9,,,,30,,,,,834,,4.0,,9.2
4427521,Jalen Howard,DL,Central Connecticut,NEC,,,,,,,0,,,,0,,,0,,1,1,0,0,,0,0,4,,,,,,,
4427532,Eugene Asante,LB,Auburn,SEC,,,,,,,0,,,,0,,,0,,7,1,2,31,,0,4,44,,,,,,,
4427542,Dontay Hunter II,DE,Prairie View A&M,SWAC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4427548,Desmond Hutson,WR,Northern Iowa,MVFC,,,,,,,,,,49,,,,,,,38,,,,2,,,,,466,,,,12.3
4427567,Nick Jackson,DE,Samford,Southern,,,,,,,0,,,,0,,,,,,1,,,,,,,,,,,,,
4427569,Giles Jackson,WR,Washington,Big Ten,,,4,,,,,,,456,,,,0,,0,74,0,1,,031,0,1,,,73216,,4.0,,9.9
4427601,Ali Jennings,WR,Virginia Tech,ACC,,17.0,,,,,,,,1765,,1,,0,,0,15,0,1,,003,0,1,,,17373,,,,24.9
4427602,Myles Jernigan,DL,Louisville,ACC,,,,,,,,,,,,,,1,,2,,1,7,,0,1,12,,,,,,,
4427607,Thomas Joe-Kamara,DB,UAlbany,CAA,,0.0,,,,,,1,,,,,,0,,0,,0,6,,00,0,10,,,0,,,,
4427609,Rahmir Johnson,RB,Nebraska,Big Ten,,14.5,45,,,,1,,,173618,0,2,,0,,0,020,0,1,,0010,0,1,,,29170201,,4.5,,8.5
4427611,Garrison Johnson,RB,The Citadel,Southern,,,67,,,,1,,,2612,0,,,,,,02,,,,07,,,,,37282,,4.2,,18.5
4427612,Rodas Johnson,DL,Texas A&M,SEC,,,,,,,,,,,,,,0,,0,,1,4,,0,2.0,10,,,,,,,
4427622,Marqui Johnson,RB,Montana State,Big Sky,,14.5,,,,,,,,20,,4,,,,,,,,,0,,,,,58,,,,
4427630,Oscar Adaway III,RB,South Carolina,SEC,,,63,,,,,,,3027,,,,0,,0,8,0,1,,002,0,1,,,108226,,3.6,,13.5
4427634,Keegan Jones,RB,UCLA,Big Ten,,20.9,47,,,,,,,346722,,12,,,,,19,,,,011,,,,,251201179,,3.8,,10.6
4427638,Allen Jones Jr.,OL,Toledo,Mid-American,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4427647,Jermaine Johnson Jr.,WR,Duquesne,NEC,,17.7,,,,,1,,,3233,1,7,,,,,016,,,,03,,,,,124175,,,,10.9
4427648,Lexington Joseph,RB,Florida International,Conference USA,,21.0,82,,,,1,,,211935,0,1,,,,,010,,,,003,,,,,2141308,,3.8,,4.1
4427649,Kelley Joiner Jr.,RB,South Florida,American Athletic,,21.7,110,,,,,,,312954,,6,,,,,8,,,,0211,,,,,13080766,,7.0,,10.0
4427650,Deandre Jules,DT,South Carolina,SEC,,,,,,,0,,,,0,,,0,,1,1,0,10,,0,0,13,,,,,,,
4427657,Demarco Jones,CB,Tulsa,American Athletic,,,,,,,,,,,,,,0,,0,,0,6,,0,1,8,,,,,,,
4427658,Anthony Adkins,RB,UCLA,Big Ten,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4427659,Raydarious Jones,CB,Mississippi State,SEC,,,,,,,,,,,,,,0,,0,,0,0,,0,0,2,,,,,,,
4427678,Mike Katic,OL,Indiana,Big Ten,,,,,,,,,,,,,,0,,0,,0,0,,0,0,1,,,,,,,
4427684,Sitiveni Kaufusi,DT,UCLA,Big Ten,,,,,,,,,,,,,,0,,0,,0,5,,0,1,10,,,,,,,
4427694,Casey Kelly,TE,East Carolina,American Athletic,,,,,,,,,,23,,,,0,,0,14,0,1,,01,0,1,,,121,,,,8.6
4427696,Tyler Keltner,PK,Oklahoma,SEC,,,,,9,7,,,,50,,,0.778,,33,,,,,,,,,13,12,,,,,
4427707,JT Killen,LB,Eastern Michigan,Mid-American,,,,,,,0,,,,0,,,0,,2,2,0,9,,0,2.5,30,,,,,,,
4427709,Keshawn King,RB,Western Michigan,Mid-American,,,9,,,,,,,8,,,,,,,,,,,0,,,,,27,,3.0,,
4427716,Jack Kiser,LB,Notre Dame,FBS Independents,,,,,,,0,,,,0,,,1,,3,2,1,37,,0,3,64,,,,,,,
4427729,Demetrius Knight II,LB,South Carolina,SEC,,0.0,,,,,,1,,,,,,1,,0,,2,55,,00,7.0,75,,,0,,,,
4427731,Tyler Knoop,QB,Stony Brook,CAA,263,,63,182,,,3,4,,924,2,,0.692,,,,01,,,,1700,,,,,2021-1172,7.7,2.7,,-1.0
4427763,Antavious Lane,DB,North Carolina,ACC,,,,,,,,,,,,,,2,,0,,1,55,,0,4.0,73,,,,,,,
4427771,Lama Lavea,DL,Akron,Mid-American,,,,,,,,,,,,,,0,,1,,1,4,,0,1.5,12,,,,,,,
4427775,Tarian Lee Jr.,LB,SMU,ACC,,12.0,,,,,,,,12,,1,,0,,0,,0,1,,00,1,1,,,12,,,,
4427779,Jaelyn Lay,TE,Massachusetts,FBS Independents,,,,,,,,,,10,,,,,,,2,,,,0,,,,,17,,,,8.5
4427792,Jevon Leon,DL,Sam Houston,Conference USA,,,,,,,,,,,,,,0,,6,,0.5,16,,0,1.5,30,,,,,,,
4427804,Siale Liku,DL,UCLA,Big Ten,,,,,,,,,,,,,,0,,0,,1,14,,0,1,23,,,,,,,
4427813,Desmond Little,EDGE,UAB,American Athletic,,,,,,,,,,,,,,3,,7,,6,17,,0,9.5,40,,,,,,,
4427814,Steve Linton,EDGE,Baylor,Big 12,,,,,,,0,,,,0,,,0,,3,1,3,25,,0,7,26,,,,,,,
4427819,Justin Lockhart,WR,San José State,Mountain West,,,,,,,,,,57,,,,0,,0,52,0,1,,05,0,1,,,973,,,,18.7
4427821,Torry Locklin,RB,Kansas,Big 12,,,2,,,,,,,315,,,,0,,0,2,0,2,,000,0,2,,,365,,2.5,,18.0
4427823,Mike Lockhart,DT,SMU,ACC,,,,,,,,,,,,,,2,,2,,1,5,,0,1.5,22,,,,,,,
4427836,Skylar Loving-Black,TE,San José State,Mountain West,,,,,,,,,,,,,,0,,0,,0,1,,0,1,1,,,,,,,
4427840,Steve Lubischer,S,Bryant,CAA,,,,,,,0,,,,0,,,,,,1,,,,,,,,,,,,,
4427841,Billy Lucas,RB,Liberty,Conference USA,,,120,,,,1,,,1836,0,,,,,,04,,,,05,,,,,40663,,5.5,,10.0
4427846,Khatib Lyles,WR,Austin Peay,UAC,,,,,,,,,,35,,,,,,,1,,,,0,,,,,35,,,,35.0
4427848,Patrick Lucas Jr.,DL,Memphis,American Athletic,,,,,,,,,,,,,,0,,1,,1,8,,0,2.0,15,,,,,,,
4427852,Treven Ma'ae,DL,Baylor,Big 12,,,,,,,,,,,,,,1,,3,,3.5,24,,0,5.5,35,,,,,,,
4427870,Nick Malone,OL,West Virginia,Big 12,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
4427874,Zahran Manley,CB,Stanford,ACC,,,,,,,,,,,,,,3,,0,,0,10,,0,0,12,,,,,,,
4427876,Khairi Manns,DL,James Madison,Sun Belt,,,,,,,0,,,,0,,,2,,8,1,8.0,28,,0,12.5,66,,,,,,,
4427893,Kerry Martin Jr.,S,NC State,ACC,,,,,,,,,,,,,,1,,0,,0,4,,0,1,10,,,,,,,
4427911,Hollis Mathis,QB,William & Mary,CAA,4,,18,4,,,,0,,5517,,,1.000,,,,51,,,,231,,,,,54577114,13.5,6.3,,11.3
4427934,Dominick Mazotti,TE,Massachusetts,FBS Independents,,,1,,,,,,,263,,,,,,,18,,,,10,,,,,1833,,3.0,,10.2
4427936,Grayson McCall,QB,NC State,ACC,80,,19,53,,,3,2,,12,3,,0.663,,,,0,,,,30,,,,,51853,6.5,2.8,,
4427939,Darius McClendon,CB,Bowling Green,Mid-American,,,,,,,,,,,,,,0,,0,,1.5,14,,0,2.0,29,,,,,,,
4427948,Amir McDaniel,CB,Louisiana,Sun Belt,,,,,,,0,,,,0,,,1,,4,1,0,32,,0,4,53,,,,,,,
4427949,Clifton McDowell,QB,McNeese,Southland,109,,71,63,,,4,2,,36,2,,0.578,,,,0,,,,66,,,,,1054370,9.7,5.2,,
4427950,Avi McGary,LB,Bowling Green,Mid-American,,,,,,,,,,,,,,0,,1,,1.0,17,,0,3.5,28,,,,,,,
4427952,JaTravis Broughton,CB,TCU,Big 12,,,,,,,,,,,,,,3,,0,,0,23,,0,0,35,,,,,,,
4427957,Ty McCullouch,WR,Montana State,Big Sky,1,,12,1,,,,0,,6164,,,1.000,,,,35,,,,152,,,,,34470184,34.0,15.3,,13.4
4427960,Terrell McDonald,TE,UAB,American Athletic,,,5,,,,2,,,675,0,,,,,,015,,,,01,,,,,2029,,1.8,,13.5
4427965,Jaden McKenzie,DL,East Carolina,American Athletic,,0.0,,,,,,1,,,,,,0,,0,,0.5,3,,00,0.5,16,,,0,,,,
4427966,Maverick McIvor,QB,Abilene Christian,UAC,496,,34,312,,,5,7,,16,3,,0.629,,,,0,,,,300,,,,,3847-39,7.8,-1.1,,
4427971,Dontae McMillan,RB,Eastern Michigan,Mid-American,,,23,,,,,,,614,,,,,,,2,,,,00,,,,,187,,3.8,,0.5
4427981,Jayce Medlock,TE,Prairie View A&M,SWAC,,12.5,,,,,,,,1423,,2,,,,,11,,,,00,,,,,2583,,,,7.5
4427983,Dawaiian McNeely,RB,Wyoming,Mountain West,,,2,,,,,,,8,,,,,,,,,,,0,,,,,12,,6.0,,
4427984,Kain Medrano,LB,UCLA,Big Ten,,24.5,,,,,0,2,,,0,,,4,,4,1,1.5,50,,11,11,72,,,49,,,,
4427989,Jonathan Melvin,LB,Campbell,CAA,,,,,,,,,,,,,,0,,0,,0,0,,0,0,3,,,,,,,
4427993,Alex Merritt,DT,Texas State,Sun Belt,,,,,,,,,,,,,,0,,1,,0.5,2,,0,2.5,11,,,,,,,
4428013,Mehki Miller,LB,Cincinnati,Big 12,,,,,,,,,,,,,,0,,0,,0,8,,0,1,16,,,,,,,
4428018,Delbert Mimms III,RB,Eastern Michigan,Mid-American,,,182,,,,1,,,2041,1,,,0,,0,019,0,2,,019,0,2,,,147799,,4.4,,7.7
4428025,Kris Mitchell,WR,Notre Dame,FBS Independents,,,,,,,,,,28,,,,,,,18,,,,2,,,,,190,,,,10.6
4428030,Jalen Mitchell,RB,Tennessee Tech,Big South-OVC,,,136,,,,3,,,3968,3,,,,,,011,,,,05,,,,,110785,,5.8,,10.0
4428032,Tymon Mitchell,DL,TCU,Big 12,,6.0,,,,,,1,,,,,,0,,1,,0,3,,00,0,4,,,6,,,,
4428035,Elijah Mojarro,TE,Rice,American Athletic,,,,,,,1,,,41,1,,,,,,022,,,,3,,,,,215,,,,9.8
4428044,Judaea Moon,LB,Cal Poly,Big Sky,,,,,,,,,,,,,,0,,0,,0,2,,0,1,5,,,,,,,
4428048,Parker Moorer,OL,East Carolina,American Athletic,,,,,,,,,,,,,,0,,0,,0,1,,0,0,1,,,,,,,
